#{"t_start": 1665987903.7519228, "env_id": "DeepRMSA-v0"}
r,l,t,service_blocking_rate,episode_service_blocking_rate,bit_rate_blocking_rate,episode_bit_rate_blocking_rate
36,50,38.729216,0.17502890173410404,0.14,0.20449878568078497,0.16339668914776212
32,50,38.847397,0.17504322766570604,0.18,0.20446844704472614,0.19409148665819567
34,50,38.965318,0.175,0.16,0.20434879343277354,0.16535908267954133
36,50,39.08898,0.17489971346704872,0.14,0.20421514705692806,0.15565246561556526
40,50,39.207673,0.17468571428571428,0.1,0.20401015391536262,0.131174353941773
22,50,39.315443,0.174985754985755,0.28,0.20432515643433144,0.305359246171967
24,50,39.428119,0.17522727272727273,0.26,0.2046641275091522,0.32779255319148937
34,50,39.547234,0.17518413597733712,0.16,0.2046449999499481,0.19813664596273292
28,50,39.667796,0.17531073446327683,0.22,0.20474193870420285,0.24011956160743939
30,50,39.785718,0.17538028169014083,0.2,0.20484510927606642,0.24226464779460172
22,50,39.886366,0.1756741573033708,0.28,0.20521758595261155,0.34244748249416473
34,50,40.003894,0.17563025210084032,0.16,0.20520957458680883,0.20243673851921273
32,50,40.129646,0.17564245810055865,0.18,0.20527937405707833,0.2301765650080257
24,50,40.238352,0.1758774373259053,0.26,0.20551612412398076,0.29209058089924517
28,50,40.353856,0.176,0.22,0.20571417858682814,0.2822552749913525
32,50,40.473643,0.17601108033240997,0.18,0.20578626429874927,0.23110693007212293
42,50,40.594564,0.17574585635359116,0.08,0.20550898990311464,0.10618622448979592
40,50,40.712895,0.17553719008264462,0.1,0.20528399503524375,0.12288686605981794
32,50,40.827052,0.17554945054945054,0.18,0.20530946106409934,0.21449090328758377
20,50,40.927561,0.17589041095890412,0.3,0.20570509891344446,0.3504521963824289
32,50,41.04372,0.17590163934426228,0.18,0.20570050481453248,0.2038664323374341
22,50,41.153003,0.17618528610354223,0.28,0.20606767018033648,0.3333333333333333
30,50,41.264325,0.17625,0.2,0.2061263772733307,0.22778675282714056
32,50,41.376963,0.17626016260162602,0.18,0.2061082000111489,0.19935064935064936
36,50,41.497217,0.17616216216216216,0.14,0.2060276409473769,0.1768234922639722
42,50,41.625031,0.17590296495956873,0.08,0.2057258098049815,0.09323405632890903
24,50,41.741822,0.1761290322580645,0.26,0.20596040907512322,0.2909604519774011
12,50,41.84347,0.17667560321715817,0.38,0.20660808817447407,0.450814332247557
34,50,41.962408,0.17663101604278075,0.16,0.20659178282253388,0.20105355575065847
24,50,42.064667,0.17685333333333333,0.26,0.20688952023880106,0.31729850270786875
36,50,42.180513,0.17675531914893616,0.14,0.2067946811601634,0.17009283819628648
42,50,42.30919,0.17649867374005304,0.08,0.20644597669800305,0.0752411575562701
34,50,42.434802,0.17645502645502645,0.16,0.206410697814786,0.19272727272727272
30,50,42.552803,0.17651715039577837,0.2,0.20651212639979513,0.2455795677799607
32,50,42.669869,0.1765263157894737,0.18,0.20654570177760376,0.21900566393958465
30,50,42.779053,0.17658792650918634,0.2,0.20662518162705798,0.23543838136112813
26,50,42.884613,0.17675392670157067,0.24,0.2068042569083917,0.27677100494233936
22,50,42.987609,0.17702349869451697,0.28,0.20709155591354544,0.3210947930574099
26,50,43.101065,0.1771875,0.24,0.20734606774483755,0.30567260940032415
34,50,43.222489,0.17714285714285713,0.16,0.2073696979006571,0.21701982228298017
42,50,43.34385,0.17689119170984455,0.08,0.20710317354579125,0.10334741631459214
38,50,43.469435,0.17674418604651163,0.12,0.20689852775929898,0.1290015847860539
24,50,43.590493,0.17695876288659793,0.26,0.20716213596576252,0.3124378109452736
36,50,43.730058,0.1768637532133676,0.14,0.20700753522401158,0.146515397082658
40,50,43.868304,0.17666666666666667,0.1,0.20677360090796024,0.11503564484769929
44,50,44.006636,0.1763682864450128,0.06,0.20642043833783136,0.07210031347962383
42,50,44.128472,0.17612244897959184,0.08,0.20611478903789207,0.08126259234385494
28,50,44.243569,0.17623409669211196,0.22,0.20628841820271315,0.2739769820971867
22,50,44.347167,0.176497461928934,0.28,0.20651046660111866,0.297
22,50,44.446425,0.1767594936708861,0.28,0.2067608623289784,0.30405833861762843
30,50,44.560671,0.17681818181818182,0.2,0.20682499928965453,0.232444733420026
22,50,44.670874,0.1770780856423174,0.28,0.20711650242536273,0.3166564978645516
30,50,44.786372,0.1771356783919598,0.2,0.20720895352415383,0.24459724950884087
28,50,44.892153,0.17724310776942356,0.22,0.2071723484421181,0.19163524168666438
12,50,44.984869,0.17775,0.38,0.20770785370185102,0.4031167303734196
28,50,45.088989,0.17785536159600998,0.22,0.20775067033799463,0.22516339869281046
28,50,45.195851,0.17796019900497512,0.22,0.20785905453696396,0.25178687459389215
26,50,45.303164,0.17811414392059555,0.24,0.20807833244377216,0.30450070323488043
30,50,45.410833,0.17816831683168316,0.2,0.20813510979819796,0.23072040622024753
30,50,45.523017,0.17822222222222223,0.2,0.20821345552930418,0.24061882817643188
36,50,45.63751,0.178128078817734,0.14,0.20811816885791223,0.16789544235924933
22,50,45.755134,0.1783783783783784,0.28,0.20836075143910496,0.30142813734427226
28,50,45.869654,0.17848039215686273,0.22,0.20852243717025018,0.27144174608054106
34,50,45.984361,0.17843520782396088,0.16,0.2085434265040051,0.2171116114506272
40,50,46.103464,0.17824390243902438,0.1,0.20824863018048143,0.09390243902439024
22,50,46.205035,0.17849148418491484,0.28,0.20853097619213348,0.3255360623781676
24,50,46.31212,0.1786893203883495,0.26,0.20873882216010903,0.28981086028065894
10,50,46.403286,0.17922518159806294,0.4,0.20930484096377291,0.434149364735048
40,50,46.522738,0.17903381642512078,0.1,0.20910361873385847,0.12560542460445592
30,50,46.63521,0.17908433734939758,0.2,0.2091378805643279,0.22340769479469771
36,50,46.748743,0.1789903846153846,0.14,0.20898837172474366,0.14886328246652134
24,50,46.863374,0.17918465227817745,0.26,0.20920258637298952,0.30003275466754015
28,50,46.97656,0.1792822966507177,0.22,0.20934947785075342,0.27254641909814326
36,50,47.101564,0.17918854415274463,0.14,0.20929841907086377,0.18815663801337154
42,50,47.217011,0.17895238095238095,0.08,0.20906107313579367,0.10975609756097561
32,50,47.323595,0.17895486935866983,0.18,0.20911445669541398,0.23179453836150846
28,50,47.42973,0.1790521327014218,0.22,0.2092405812377998,0.2630208333333333
32,50,47.53537,0.17905437352245862,0.18,0.20925303951367782,0.21468926553672316
38,50,47.651555,0.17891509433962263,0.12,0.20911529775987422,0.1518787496053047
38,50,47.769487,0.1787764705882353,0.12,0.20900250283828972,0.1582537517053206
30,50,47.881696,0.1788262910798122,0.2,0.20900513402320042,0.2099803756658256
28,50,47.986821,0.17892271662763465,0.22,0.20905908926064312,0.2300469483568075
40,50,48.109561,0.17873831775700935,0.1,0.20888425455694712,0.13176236309326253
34,50,48.231176,0.1786946386946387,0.16,0.20886726215081206,0.20200181983621474
42,50,48.440562,0.17846511627906977,0.08,0.20862789575217458,0.10355029585798817
42,50,48.598324,0.17823665893271462,0.08,0.20833532119939888,0.07977675640183848
26,50,48.731651,0.17837962962962964,0.24,0.2084872289274887,0.26977443609022556
36,50,48.875168,0.17829099307159355,0.14,0.20840363443722762,0.17064158548874706
36,50,49.023656,0.17820276497695853,0.14,0.20828639064116933,0.15834386852085966
18,50,49.137528,0.1785287356321839,0.32,0.2085570661909458,0.3392920986771541
36,50,49.284167,0.17844036697247706,0.14,0.20842727809442801,0.14990006662225183
34,50,49.452869,0.17839816933638444,0.16,0.2083771866921145,0.18500687757909215
42,50,49.601511,0.17817351598173517,0.08,0.20811405101656752,0.10048134777376655
34,50,49.731417,0.17813211845102506,0.16,0.2080914108363711,0.19836013875748976
32,50,49.848678,0.17813636363636365,0.18,0.20808562539255926,0.20551948051948052
